KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,24960.0,1.710890964270996,50.2845,50.2886,26328.0,47337.0,Echolocation,Myotis nattereri,0.176,0.323,-1,192000.0,/mnt/ubna_data_07/recover-20260219/UBNA_025/20260212_214000.WAV,recover-20260219,UBNA_025,Telephone Field
LF,24000.0,0.04383187028756518,101.3935,101.4079,21171.0,25685.0,Echolocation,Nyctalus noctula,0.137,0.319,-1,192000.0,/mnt/ubna_data_07/recover-20260219/UBNA_025/20260212_214000.WAV,recover-20260219,UBNA_025,Telephone Field
LF,23040.0,9.87296889817522,146.0365,146.047,22031.0,27132.0,Echolocation,Nyctalus leisleri,0.15,0.314,-1,192000.0,/mnt/ubna_data_07/recover-20260219/UBNA_025/20260212_215000.WAV,recover-20260219,UBNA_025,Telephone Field
LF,20160.0,0.2841896286391101,295.89549999999997,295.9214,17734.0,20462.0,Echolocation,Nyctalus noctula,0.262,0.34,-1,192000.0,/mnt/ubna_data_07/recover-20260219/UBNA_025/20260212_220000.WAV,recover-20260219,UBNA_025,Telephone Field
LF,23040.0,8.465379453793046,262.2605,262.2658,21171.0,33429.0,Echolocation,Plecotus austriacus,0.264,0.338,-1,192000.0,/mnt/ubna_data_07/recover-20260219/UBNA_025/20260212_224000.WAV,recover-20260219,UBNA_025,Telephone Field
LF,16320.0,11.145795674371543,248.6615,248.6842,15156.0,18220.0,Echolocation,Nyctalus leisleri,0.308,0.336,-1,192000.0,/mnt/ubna_data_07/recover-20260219/UBNA_025/20260213_001000.WAV,recover-20260219,UBNA_025,Telephone Field
LF,23040.0,1.804676430445564,165.7185,165.7356,22031.0,27012.0,Echolocation,Nyctalus noctula,0.176,0.322,-1,192000.0,/mnt/ubna_data_07/recover-20260219/UBNA_025/20260213_014000.WAV,recover-20260219,UBNA_025,Telephone Field
HF,51840.0,6.369047058370347,64.3245,64.3347,48671.0,62799.0,Echolocation,Pipistrellus pipistrellus,0.415,0.454,-1,192000.0,/mnt/ubna_data_07/recover-20260219/UBNA_025/20260213_015000.WAV,recover-20260219,UBNA_025,Telephone Field
HF,52800.0,7.364633732954883,64.4065,64.4149,47812.0,63485.0,Echolocation,Pipistrellus pipistrellus,0.292,0.336,-1,192000.0,/mnt/ubna_data_07/recover-20260219/UBNA_025/20260213_015000.WAV,recover-20260219,UBNA_025,Telephone Field
HF,51840.0,4.861116286436972,64.4965,64.5056,46953.0,61976.0,Echolocation,Pipistrellus pipistrellus,0.387,0.433,-1,192000.0,/mnt/ubna_data_07/recover-20260219/UBNA_025/20260213_015000.WAV,recover-20260219,UBNA_025,Telephone Field
HF,49920.0,6.398729174671484,64.5765,64.5861,47812.0,62725.0,Echolocation,Pipistrellus pipistrellus,0.331,0.365,-1,192000.0,/mnt/ubna_data_07/recover-20260219/UBNA_025/20260213_015000.WAV,recover-20260219,UBNA_025,Telephone Field
HF,48960.0,8.036478660383358,64.8335,64.84309999999999,46953.0,63816.0,Echolocation,Pipistrellus pipistrellus,0.225,0.316,-1,192000.0,/mnt/ubna_data_07/recover-20260219/UBNA_025/20260213_015000.WAV,recover-20260219,UBNA_025,Telephone Field
HF,48000.0,9.16445273190468,64.9215,64.9321,46953.0,62173.0,Echolocation,Pipistrellus pipistrellus,0.286,0.364,-1,192000.0,/mnt/ubna_data_07/recover-20260219/UBNA_025/20260213_015000.WAV,recover-20260219,UBNA_025,Telephone Field
HF,48000.0,7.2459722917835645,65.0055,65.0149,46093.0,60100.0,Echolocation,Pipistrellus pipistrellus,0.442,0.571,-1,192000.0,/mnt/ubna_data_07/recover-20260219/UBNA_025/20260213_015000.WAV,recover-20260219,UBNA_025,Telephone Field
HF,47040.0,16.968395122356036,65.0915,65.101,46093.0,65419.0,Echolocation,Pipistrellus pipistrellus,0.351,0.573,-1,192000.0,/mnt/ubna_data_07/recover-20260219/UBNA_025/20260213_015000.WAV,recover-20260219,UBNA_025,Telephone Field
HF,48960.0,9.626409072164284,65.2505,65.2588,46953.0,63476.0,Echolocation,Pipistrellus pipistrellus,0.486,0.598,-1,192000.0,/mnt/ubna_data_07/recover-20260219/UBNA_025/20260213_015000.WAV,recover-20260219,UBNA_025,Telephone Field
