KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,24000.0,-6.961194806330328,0.2145,0.2321,22890.0,26156.0,Nyctalus leisleri,0.254,0.317,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250724/UBNA_010/20250721_200000.WAV,recover-20250724,UBNA_010,Telephone Field
HF,65280.0,0.6221354869473164,5.3245,5.3331,62421.0,67977.0,Pipistrellus pygmaeus,0.314,0.32,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250724/UBNA_010/20250721_200000.WAV,recover-20250724,UBNA_010,Telephone Field
HF,65280.0,0.9649035934182926,7.8285,7.8395,59843.0,64549.0,Pipistrellus pygmaeus,0.331,0.353,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250724/UBNA_010/20250721_200000.WAV,recover-20250724,UBNA_010,Telephone Field
LF,23040.0,0.6113400347547581,11.1295,11.1474,22890.0,26965.0,Nyctalus leisleri,0.214,0.327,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250724/UBNA_010/20250721_200000.WAV,recover-20250724,UBNA_010,Telephone Field
HF,65280.0,-2.80246138381783,12.4355,12.445,62421.0,67227.0,Pipistrellus pygmaeus,0.345,0.382,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250724/UBNA_010/20250721_200000.WAV,recover-20250724,UBNA_010,Telephone Field
LF,23040.0,7.0076315599732215,16.5585,16.578,22890.0,26833.0,Nyctalus leisleri,0.309,0.404,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250724/UBNA_010/20250721_200000.WAV,recover-20250724,UBNA_010,Telephone Field
LF,28800.0,6.239312166340923,32.5455,32.565,22890.0,26847.0,Nyctalus leisleri,0.242,0.322,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250724/UBNA_010/20250721_200000.WAV,recover-20250724,UBNA_010,Telephone Field
HF,65280.0,-0.10042135163851248,37.8335,37.8489,63281.0,68429.0,Pipistrellus pygmaeus,0.483,0.49,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250724/UBNA_010/20250721_200000.WAV,recover-20250724,UBNA_010,Telephone Field
HF,65280.0,0.4426312625073322,48.697500000000005,48.7095,62421.0,72851.0,Pipistrellus pygmaeus,0.346,0.351,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250724/UBNA_010/20250721_200000.WAV,recover-20250724,UBNA_010,Telephone Field
HF,65280.0,35.51299747680959,56.0075,56.0266,65000.0,70570.0,Pipistrellus pygmaeus,0.402,0.406,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250724/UBNA_010/20250721_200000.WAV,recover-20250724,UBNA_010,Telephone Field
HF,66240.0,5.500475569159631,170.1745,170.1905,63281.0,67837.0,Pipistrellus pygmaeus,0.327,0.353,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250724/UBNA_010/20250721_202000.WAV,recover-20250724,UBNA_010,Telephone Field
LF,20160.0,6.877023872089676,186.9415,186.9476,21171.0,34803.0,Plecotus austriacus,0.224,0.361,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250724/UBNA_010/20250721_202000.WAV,recover-20250724,UBNA_010,Telephone Field
LF,25920.0,11.762459747185613,237.8715,237.8843,25468.0,31579.0,Nyctalus leisleri,0.305,0.415,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250724/UBNA_010/20250721_202000.WAV,recover-20250724,UBNA_010,Telephone Field
LF,24000.0,-0.1677675687038442,238.2805,238.298,22890.0,26125.0,Nyctalus leisleri,0.402,0.432,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250724/UBNA_010/20250721_202000.WAV,recover-20250724,UBNA_010,Telephone Field
LF,24000.0,-0.7094238550464413,264.3475,264.3641,23750.0,28289.0,Nyctalus leisleri,0.281,0.344,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250724/UBNA_010/20250721_202000.WAV,recover-20250724,UBNA_010,Telephone Field
LF,20160.0,1.5312345623191406,265.8995,265.9057,20312.0,55326.0,Myotis nattereri,0.317,0.338,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250724/UBNA_010/20250721_202000.WAV,recover-20250724,UBNA_010,Telephone Field
LF,24000.0,4.104107248103042,265.9315,265.94259999999997,22890.0,27102.0,Nyctalus leisleri,0.545,0.576,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250724/UBNA_010/20250721_202000.WAV,recover-20250724,UBNA_010,Telephone Field
LF,25920.0,6.1380136840136865,283.6375,283.6517,25468.0,30329.0,Nyctalus leisleri,0.289,0.395,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250724/UBNA_010/20250721_202000.WAV,recover-20250724,UBNA_010,Telephone Field
LF,24000.0,3.5346148404101996,286.3665,286.3818,22890.0,26474.0,Nyctalus leisleri,0.237,0.309,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250724/UBNA_010/20250721_202000.WAV,recover-20250724,UBNA_010,Telephone Field
