KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,48000.0,8.085982185860255,131.2385,131.2452,45234.0,55984.0,Echolocation,Pipistrellus pipistrellus,0.423,0.512,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_021/20240821_032000.WAV,recover-20240829,UBNA_021,Telephone Field
HF,48000.0,4.1432136989209365,60.9105,60.9176,46953.0,58620.0,Echolocation,Pipistrellus pipistrellus,0.522,0.542,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_021/20240824_051000.WAV,recover-20240829,UBNA_021,Telephone Field
HF,48000.0,19.814519967338672,90.0415,90.0474,46093.0,66577.0,Echolocation,Pipistrellus pipistrellus,0.59,0.674,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_021/20240824_051000.WAV,recover-20240829,UBNA_021,Telephone Field
HF,47040.0,5.951126312289646,125.3055,125.3112,45234.0,52563.0,Echolocation,Pipistrellus pipistrellus,0.501,0.55,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_021/20240824_051000.WAV,recover-20240829,UBNA_021,Telephone Field
HF,52800.0,5.465706034845391,151.6075,151.6124,50390.0,58930.0,Echolocation,Pipistrellus pipistrellus,0.482,0.529,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_021/20240824_051000.WAV,recover-20240829,UBNA_021,Telephone Field
HF,53760.0,10.30975971109573,186.3685,186.3716,52968.0,69146.0,Echolocation,Myotis alcathoe,0.314,0.504,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_021/20240824_051000.WAV,recover-20240829,UBNA_021,Telephone Field
HF,52800.0,15.801104946452247,210.0395,210.0486,47812.0,65576.0,Echolocation,Pipistrellus pipistrellus,0.477,0.542,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_021/20240824_051000.WAV,recover-20240829,UBNA_021,Telephone Field
HF,48000.0,10.178932533922653,243.2375,243.2442,46093.0,59018.0,Echolocation,Pipistrellus pipistrellus,0.491,0.633,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_021/20240824_051000.WAV,recover-20240829,UBNA_021,Telephone Field
HF,47040.0,8.228118378646727,270.1465,270.1517,45234.0,56762.0,Echolocation,Pipistrellus pipistrellus,0.599,0.622,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_021/20240824_051000.WAV,recover-20240829,UBNA_021,Telephone Field
HF,48000.0,16.937270719232554,0.0315,0.0363,45234.0,58421.0,Echolocation,Pipistrellus pipistrellus,0.632,0.665,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_021/20240824_052000.WAV,recover-20240829,UBNA_021,Telephone Field
HF,46080.0,20.256662206684982,30.0055,30.0102,44375.0,55002.0,Echolocation,Pipistrellus pipistrellus,0.584,0.636,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_021/20240824_052000.WAV,recover-20240829,UBNA_021,Telephone Field
HF,48000.0,7.0679893724585705,60.1105,60.1169,46953.0,57383.0,Echolocation,Pipistrellus pipistrellus,0.544,0.591,-1,192000.0,/mnt/ubna_data_04/recover-20240829/UBNA_021/20240824_052000.WAV,recover-20240829,UBNA_021,Telephone Field
