Time (UTC),07/24/26,07/25/26,07/26/26,07/27/26,07/28/26,07/29/26,07/30/26,07/31/26,08/01/26,08/02/26,08/03/26,08/04/26,08/05/26
00:00,,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,1.111111111111111
00:30,,0.0,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:00,,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0
01:30,,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.5555555555555556
02:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
03:00,,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,1.111111111111111,0.0,0.0,0.0,0.0
03:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0
04:00,,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:30,,1.111111111111111,3.888888888888889,8.333333333333334,1.6666666666666667,2.2222222222222223,0.0,2.2222222222222223,2.2222222222222223,2.2222222222222223,0.0,2.2222222222222223,1.6666666666666667
05:00,,1.6666666666666667,12.22222222222222,27.777777777777782,9.444444444444443,6.666666666666667,5.0,6.11111111111111,2.7777777777777772,1.6666666666666667,1.6666666666666667,1.111111111111111,2.7777777777777772
05:30,,1.6666666666666667,7.222222222222222,43.333333333333336,13.888888888888891,7.777777777777776,2.7777777777777772,0.0,11.111111111111109,6.11111111111111,0.0,0.0,2.2222222222222223
06:00,,3.3333333333333335,20.555555555555557,2.2222222222222223,5.5555555555555545,1.6666666666666667,0.0,0.0,15.555555555555552,6.11111111111111,0.0,2.7777777777777772,2.2222222222222223
06:30,,6.666666666666667,38.333333333333336,1.6666666666666667,10.555555555555555,0.0,0.0,3.3333333333333335,2.7777777777777772,1.6666666666666667,0.0,0.0,0.0
07:00,,6.666666666666667,5.5555555555555545,4.444444444444445,8.88888888888889,0.5555555555555556,0.0,1.111111111111111,9.444444444444443,2.7777777777777772,0.0,0.0,2.7777777777777772
07:30,,1.6666666666666667,6.666666666666667,0.0,2.7777777777777772,0.0,0.0,0.0,3.3333333333333335,1.111111111111111,1.6666666666666667,1.111111111111111,1.111111111111111
08:00,,1.6666666666666667,3.3333333333333335,1.111111111111111,1.6666666666666667,1.111111111111111,0.0,0.0,2.2222222222222223,1.111111111111111,2.2222222222222223,0.0,3.3333333333333335
08:30,,0.0,0.5555555555555556,1.6666666666666667,3.3333333333333335,0.0,0.0,0.0,4.444444444444445,0.0,0.0,0.0,0.0
09:00,,1.111111111111111,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,1.6666666666666667
09:30,,1.111111111111111,0.0,0.5555555555555556,0.0,0.5555555555555556,1.111111111111111,1.111111111111111,0.5555555555555556,0.0,1.111111111111111,2.7777777777777772,0.5555555555555556
10:00,,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,1.111111111111111,0.0,0.0,0.0,0.5555555555555556
10:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0
11:00,,0.5555555555555556,0.0,0.0,6.11111111111111,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,2.2222222222222223
11:30,,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0
12:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556
12:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13:00,,0.0,0.0,0.0,0.0,1.6666666666666667,0.5555555555555556,0.0,0.5555555555555556,0.0,0.0,0.0,0.0
13:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556
14:00,,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0
14:30,,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556
15:00,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556
15:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0
16:00,,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0
16:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.111111111111111,0.0,0.0,0.0,0.0
17:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:30,1.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0
