KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,30720.0,5.951181682388157,24.8545,24.8724,29765.0,32983.0,Nyctalus leisleri,0.143,0.319,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260825/UBNA_028/20260817_203000.WAV,recover-20260825,UBNA_028,Telephone Field
LF,23040.0,9.24059501585949,128.0195,128.0357,22890.0,26227.0,Nyctalus leisleri,0.222,0.339,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260825/UBNA_028/20260817_203000.WAV,recover-20260825,UBNA_028,Telephone Field
LF,30720.0,5.527122458037295,129.2035,129.2173,30625.0,34346.0,Nyctalus leisleri,0.114,0.333,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260825/UBNA_028/20260817_203000.WAV,recover-20260825,UBNA_028,Telephone Field
LF,32640.0,14.202841918665008,148.7805,148.792,31484.0,34065.0,Nyctalus leisleri,0.228,0.328,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260825/UBNA_028/20260817_203000.WAV,recover-20260825,UBNA_028,Telephone Field
LF,26880.0,9.016571965469216,226.4025,226.4156,26328.0,30128.0,Nyctalus leisleri,0.276,0.376,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260825/UBNA_028/20260817_203000.WAV,recover-20260825,UBNA_028,Telephone Field
LF,23040.0,11.341693886978328,263.2075,263.2212,22890.0,28236.0,Nyctalus leisleri,0.454,0.563,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260825/UBNA_028/20260817_203000.WAV,recover-20260825,UBNA_028,Telephone Field
LF,25920.0,2.3902754425294686,71.0345,71.0416,22031.0,31237.0,Plecotus austriacus,0.174,0.3,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260825/UBNA_028/20260817_204000.WAV,recover-20260825,UBNA_028,Telephone Field
LF,25920.0,-5.087107862725931,217.6185,217.6322,25468.0,30061.0,Nyctalus leisleri,0.212,0.326,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260825/UBNA_028/20260817_205000.WAV,recover-20260825,UBNA_028,Telephone Field
LF,25920.0,7.284678224285356,175.9135,175.927,24609.0,28113.0,Nyctalus leisleri,0.257,0.311,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260825/UBNA_028/20260817_212000.WAV,recover-20260825,UBNA_028,Telephone Field
LF,25920.0,2.924978107571709,206.4515,206.4642,25468.0,29792.0,Nyctalus leisleri,0.172,0.308,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260825/UBNA_028/20260817_212000.WAV,recover-20260825,UBNA_028,Telephone Field
LF,25920.0,2.5648069085163727,296.4885,296.5005,25468.0,30317.0,Nyctalus leisleri,0.181,0.313,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260825/UBNA_028/20260817_212000.WAV,recover-20260825,UBNA_028,Telephone Field
LF,32640.0,3.75594241057704,203.9715,203.9839,31484.0,34388.0,Pipistrellus nathusii,0.133,0.329,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260825/UBNA_028/20260817_214000.WAV,recover-20260825,UBNA_028,Telephone Field
HF,68160.0,3.8453077742498083,5.6175,5.6294,64140.0,69375.0,Pipistrellus pygmaeus,0.361,0.368,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260825/UBNA_028/20260817_215000.WAV,recover-20260825,UBNA_028,Telephone Field
LF,23040.0,1.3687494614956466,22.7135,22.7263,22890.0,27899.0,Nyctalus leisleri,0.15,0.319,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260825/UBNA_028/20260817_224000.WAV,recover-20260825,UBNA_028,Telephone Field
