date_and_time_UTC,activity_index,LFactivity_index,HFactivity_index
2025-08-28 18:50:00+00:00,0.0,0.0,0.0
2025-08-28 19:00:00+00:00,60.0,35.0,36.666666666666664
2025-08-28 19:10:00+00:00,0.0,0.0,0.0
2025-08-28 19:20:00+00:00,0.0,0.0,0.0
2025-08-28 19:30:00+00:00,35.0,35.0,0.0
2025-08-28 19:40:00+00:00,0.0,0.0,0.0
2025-08-28 19:50:00+00:00,0.0,0.0,0.0
2025-08-28 20:00:00+00:00,0.0,0.0,0.0
2025-08-28 20:10:00+00:00,0.0,0.0,0.0
2025-08-28 20:20:00+00:00,0.0,0.0,0.0
2025-08-28 20:30:00+00:00,0.0,0.0,0.0
2025-08-28 20:40:00+00:00,0.0,0.0,0.0
2025-08-28 20:50:00+00:00,0.0,0.0,0.0
2025-08-28 21:00:00+00:00,0.0,0.0,0.0
2025-08-28 21:10:00+00:00,0.0,0.0,0.0
2025-08-28 21:20:00+00:00,0.0,0.0,0.0
2025-08-28 21:30:00+00:00,0.0,0.0,0.0
2025-08-28 21:40:00+00:00,0.0,0.0,0.0
2025-08-28 21:50:00+00:00,0.0,0.0,0.0
2025-08-28 22:00:00+00:00,0.0,0.0,0.0
2025-08-28 22:10:00+00:00,0.0,0.0,0.0
2025-08-28 22:20:00+00:00,0.0,0.0,0.0
2025-08-28 22:30:00+00:00,0.0,0.0,0.0
2025-08-28 22:40:00+00:00,0.0,0.0,0.0
2025-08-28 22:50:00+00:00,0.0,0.0,0.0
2025-08-28 23:00:00+00:00,1.6666666666666667,1.6666666666666667,0.0
2025-08-28 23:10:00+00:00,0.0,0.0,0.0
2025-08-28 23:20:00+00:00,0.0,0.0,0.0
2025-08-28 23:30:00+00:00,0.0,0.0,0.0
2025-08-28 23:40:00+00:00,0.0,0.0,0.0
2025-08-28 23:50:00+00:00,0.0,0.0,0.0
2025-08-29 00:00:00+00:00,0.0,0.0,0.0
2025-08-29 00:10:00+00:00,0.0,0.0,0.0
2025-08-29 00:20:00+00:00,0.0,0.0,0.0
2025-08-29 00:30:00+00:00,1.6666666666666667,1.6666666666666667,0.0
2025-08-29 00:40:00+00:00,0.0,0.0,0.0
2025-08-29 00:50:00+00:00,0.0,0.0,0.0
2025-08-29 01:00:00+00:00,0.0,0.0,0.0
2025-08-29 01:10:00+00:00,0.0,0.0,0.0
2025-08-29 01:20:00+00:00,0.0,0.0,0.0
2025-08-29 01:30:00+00:00,0.0,0.0,0.0
2025-08-29 01:40:00+00:00,0.0,0.0,0.0
2025-08-29 01:50:00+00:00,0.0,0.0,0.0
2025-08-29 02:00:00+00:00,0.0,0.0,0.0
2025-08-29 02:10:00+00:00,0.0,0.0,0.0
2025-08-29 02:20:00+00:00,0.0,0.0,0.0
2025-08-29 02:30:00+00:00,0.0,0.0,0.0
2025-08-29 02:40:00+00:00,0.0,0.0,0.0
2025-08-29 02:50:00+00:00,0.0,0.0,0.0
