KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,42240.0,1.8840190677049597,0.8325,0.84,43515.0,47782.0,Pipistrellus pipistrellus,0.165,0.265,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
HF,60480.0,-5.541413729194273,1.1625,1.1817,55546.0,60755.0,Pipistrellus pygmaeus,0.225,0.234,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
LF,32640.0,0.45778271470039955,2.9995,3.0165,27187.0,30602.0,Nyctalus leisleri,0.239,0.321,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
HF,47040.0,0.3278577338709653,3.0015,3.0164,46093.0,50377.0,Pipistrellus pipistrellus,0.178,0.213,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
LF,32640.0,0.3867611989627848,3.6895,3.7045,27187.0,30197.0,Nyctalus leisleri,0.321,0.401,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
LF,32640.0,0.4595367983810278,4.4005,4.4166,28046.0,31561.0,Nyctalus leisleri,0.16,0.248,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
LF,28800.0,-2.166727901513051,7.3825,7.4012,22890.0,26379.0,Nyctalus leisleri,0.254,0.303,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
HF,65280.0,1.5964398302638017,8.0035,8.0121,58125.0,64823.0,Pipistrellus pygmaeus,0.253,0.256,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
LF,28800.0,1.071643178919671,8.8205,8.8363,22890.0,26824.0,Nyctalus leisleri,0.36,0.408,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
LF,32640.0,-0.02638962757377726,9.8445,9.8562,27187.0,32854.0,Eptesicus serotinus,0.13,0.225,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
LF,32640.0,0.7559368264697397,9.8745,9.8894,27187.0,30694.0,Nyctalus leisleri,0.236,0.328,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
LF,28800.0,0.7007209320663823,11.6865,11.7025,23750.0,27876.0,Nyctalus leisleri,0.173,0.266,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
HF,47040.0,5.603882081288728,12.0765,12.0823,47812.0,54471.0,Pipistrellus pipistrellus,0.14,0.263,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
HF,65280.0,-1.3788062075282328,12.2155,12.2217,55546.0,63372.0,Pipistrellus pygmaeus,0.253,0.256,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
HF,65280.0,-0.9272438390995873,13.5475,13.5611,58125.0,64677.0,Pipistrellus pygmaeus,0.133,0.215,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
LF,32640.0,1.2025563595120998,14.4015,14.4144,23750.0,28068.0,Nyctalus leisleri,0.107,0.213,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
HF,65280.0,-1.0777564634254952,14.7805,14.7885,57265.0,65257.0,Pipistrellus pygmaeus,0.243,0.247,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
LF,32640.0,1.5576031275597122,15.2865,15.298,22031.0,28094.0,Nyctalus noctula,0.091,0.251,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
LF,28800.0,0.40044831624663124,16.0915,16.1098,22031.0,26008.0,Nyctalus leisleri,0.156,0.214,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
HF,65280.0,15.193989927057356,16.4655,16.4818,64140.0,69270.0,Pipistrellus pygmaeus,0.207,0.21,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
LF,32640.0,0.6244432559986137,16.6185,16.6337,27187.0,31352.0,Nyctalus leisleri,0.101,0.209,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
LF,32640.0,1.6993637573395373,16.7065,16.7228,27187.0,30419.0,Nyctalus leisleri,0.393,0.442,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
LF,32640.0,2.801637878450192,16.8635,16.8776,27187.0,31103.0,Nyctalus leisleri,0.288,0.386,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
LF,32640.0,0.8692832401892345,18.2195,18.2358,27187.0,30199.0,Nyctalus leisleri,0.15,0.204,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
LF,32640.0,0.6566260414389363,18.6175,18.6334,27187.0,30656.0,Nyctalus leisleri,0.343,0.403,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
LF,28800.0,-0.06121547679439065,19.1765,19.1941,22890.0,26455.0,Nyctalus leisleri,0.217,0.258,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
LF,32640.0,0.4253916039021365,23.4045,23.4194,27187.0,30831.0,Nyctalus leisleri,0.159,0.231,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
HF,51840.0,0.9651366055397693,24.4255,24.4392,51250.0,54013.0,Pipistrellus pygmaeus,0.222,0.26,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
HF,65280.0,0.23130581731570543,24.4855,24.4891,58125.0,66927.0,Pipistrellus pygmaeus,0.398,0.427,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
LF,32640.0,0.830752088673604,25.1185,25.1327,27187.0,30773.0,Nyctalus leisleri,0.338,0.415,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
LF,28800.0,-0.05433128230208402,25.2445,25.2584,22890.0,27048.0,Nyctalus leisleri,0.14,0.205,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_031/20250418_213000.WAV,recover-20250425,UBNA_031,Telephone Field
